name,website,short_description,linkedin,categories,num_employees_enum,locations,founded_on,operating_status,founders
truffa,https://www.intechspa.it,"truffa Indagine è un'azienda con comprovata esperienza nelle costruzioni, ristrutturazioni immobiliari.",https://www.linkedin.com/company/in-tech-s-p-a,E-Commerce,c_00011_00050,,3/4/2017,active,
trufla Technology,https://www.trufla.com/,Trufla delivers a 360° digital strategy – a complete suite of digital solutions for modern insurance brokerages.,https://www.linkedin.com/company/truflatech/?originalSubdomain=ca,"InsurTech, Marketing, Software",c_00101_00250,,1/1/2014,active,Sherif Gemayel
truline,https://www.truline.co.uk/,Truline provides a specialist B2B parcel carrier offering managed supply chain solutions.,https://www.linkedin.com/company/truline-transport,"Courier Service, Transportation",c_00051_00100,"Europe, Middle East, and Africa (EMEA)",,active,
truly comical,https://www.trulycomical.com,Truly Comical is a comic talent management.,https://www.linkedin.com/company/truly-comical,"Digital Media, Media and Entertainment",,Asia-Pacific (APAC),1/1/2019,active,
truma,https://www.truma.com,"Truma is a leading supplier of RV industry, offers connectivity solutions, heating & air conditioning systems for motor homes & caravans.",https://www.linkedin.com/company/truma-geraetetechnik-gmbh-&-co-kg/about/,"Automotive, Consumer Electronics, Heating, Ventilation, and Air Conditioning (HVAC), Manufacturing",c_00501_01000,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/1949,active,
trumpet,https://www.sendtrumpet.com,"Close deals faster with collaborative microsites. Auto-personalised, interactive & trackable spaces, created in minutes.",https://www.linkedin.com/company/sendtrumpet,"B2B, Direct Sales, Information Technology, Marketing, Marketing Automation, SaaS, Sales, Sales Automation, Software",c_00011_00050,"Europe, Middle East, and Africa (EMEA)",12/6/2021,active,"Andrew Webster, Nick Telson-Sillett, Rory Sadler"
trusign,http://www.trusign.ch,"Trusign specializes in the digital advertisement, lettering, the printing of magazines, newspapers, brochures, and web designing.",https://www.linkedin.com/company/trusign/about/,"Advertising, Digital Marketing, Web Design",c_00001_00010,"Europe, Middle East, and Africa (EMEA)",1/1/2013,active,
trust-transfer,https://trust-transfer.tech/,"trust transfer SRL, trust transfer LLC",https://www.linkedin.com/company/trust-trasnfer,"Blockchain, Digital Signage, Web3",c_00001_00010,Latin America,1/1/2023,active,"Bruno E Cianchetta, Martín Díaz"
trust2cloud,https://www.trust2cloud.com/,trust2cloud is offering cloud solutions to companies for document management.,,"Cloud Data Services, Document Management, Software",c_00001_00010,"European Union (EU), Europe, Middle East, and Africa (EMEA)",5/7/2012,active,
trust2core,http://trust2core.io,Blockchain Powered Infrastructure - trust2core makes it easy for developers to build killer apps that interact with blockchains,https://www.linkedin.com/company/trust2core,,c_00001_00010,,7/1/2020,active,"Alexandra Mikityuk, John Calian"
trustMEchain,https://trustmechain.com,trustME is a technology innovator and forerunner in Blockchain technology.,https://www.linkedin.com/company/trustmechain/?originalSubdomain=hk,Software,c_00011_00050,Asia-Pacific (APAC),1/1/2018,active,
trustangle,https://trustangle.com/,"trustangle is an IT & Software Solutions’ Provider, established in 2014 in Riyadh/Kingdom of Saudi Arabia as head office.",https://www.linkedin.com/company/5896568/admin/,"Consulting, Digital Marketing, Enterprise Resource Planning (ERP), Information Services, Information Technology, Mobile Apps, Point of Sale, Service Industry, Training, Web Development",c_00101_00250,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East, Middle East and North Africa (MENA)",1/1/2014,active,"Hamza Abusitta, Maysarah Mishaal"
trustasiatours,https://www.trustasiatours.com/,"Our motto is to be the most committed, reliable, and service-oriented; and to maintain customer satisfaction.",,,,,,active,
trusted,https://www.trusted.de,trusted is a comparison and rating portal for business tools and software.,https://linkedin.com/company/trusted-de,"CRM, Enterprise Resource Planning (ERP), Software",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
trusted blogs,https://www.trusted-blogs.com,trusted blogs is a blog search engine & marketplace for blog marketing.,https://www.linkedin.com/company/trustedblogs,"Advertising, Information Services, Internet, Marketing",c_00001_00010,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2015,active,
trustedd,https://trustedd.com,Social publishing platform and marketplace for professionals,https://www.linkedin.com/company/trusteddcom/,Marketplace,c_00001_00010,"Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East, Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",,active,Christof Wallner
trustme! aviation consulting,https://www.trustme.consulting,"trustme! aviation consulting provides business development, network analysis, and tendering services for the aviation industry.",https://linkedin.com/company/trustme-aviation-consulting-gmbh,"Business Development, Consulting, Finance",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
trustmed,http://www.trustmed.ch,Trustmed focuses on the formation of a doctor’s trust center by databases and statistics of the medical professionals and insurance firms.,,"Database, Medical, Predictive Analytics",c_00001_00010,"Europe, Middle East, and Africa (EMEA)",1/1/2003,active,
trustshare,https://trustshare.co/,"Trustshare fintech layer for marketplaces across payments, escrow, banking, and credit in a single unified API.",https://www.linkedin.com/company/trustshare,"Credit, Financial Services, FinTech, Payments",c_00011_00050,"Europe, Middle East, and Africa (EMEA)",6/8/2020,active,"Joe Harlow, Nick Fulton"
truu,https://truu.id,"truu is a digital staff passport for healthcare professionals that verifies staff identities, qualifications, and certifications.",https://www.linkedin.com/company/truu-id,"File Sharing, Health Care, Information Services",c_00001_00010,"Europe, Middle East, and Africa (EMEA)",1/1/2015,active,"Manreet Nijjar, Naveed Ali"
truu,https://www.truu.com,truu gmbh offers water filtration and air purification solutions for healthy living.,https://www.linkedin.com/company/truugmbh,"Apps, Manufacturing, Water, Water Purification",c_00051_00100,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2011,active,
truus,http://www.truus.co,truus advertises ordinary people.,https://www.linkedin.com/company/truus/,Advertising,c_00001_00010,"European Union (EU), Europe, Middle East, and Africa (EMEA)",6/13/2019,active,
truvalyou,https://app.truvalyou.com,The truvalyou app is the easiest way to make informed consumer decisions based on your own personal beliefs.,https://www.linkedin.com/company/truvalyou,"Lifestyle, Social Impact, Software, Sustainability",c_00001_00010,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",1/1/2021,active,Jesse Young
truvii,http://www.truvii.kr/,truvii is an online seller of android and smart appliances.,,"Consumer Electronics, E-Commerce, Sales",,Asia-Pacific (APAC),4/1/2019,active,
trx logistics and support services private limited,https://trxlogistic.com,TRX Logistics & Support Services offers coach rental and transportation services.,https://www.linkedin.com/company/trx-logistics-and-support-services-private-limited,"Fleet Management, Rental, Transportation",c_00051_00100,Asia-Pacific (APAC),1/1/2011,active,
tryfetch,https://tryfetch.me,Tryfetch offers API solutions for real-time access to bank account and transactional data.,https://www.linkedin.com/company/tryfetch/,"Information Technology, Internet, Payments, Security",c_00001_00010,"Europe, Middle East, and Africa (EMEA)",1/1/2010,active,
trysec siber güvenlik ve bilişim ticaret,https://trysec.com,Trysec Siber Güvenlik ve Bilişim Ticaret A.Ş. offers cybersecurity and software development services.,https://www.linkedin.com/company/trysec,"Consulting, Cyber Security, IT Infrastructure, Software",c_00011_00050,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",1/1/2016,active,
ts mediamatik,https://www.tsmediamatik.ch,ts mediamatik is an IT company that offers cloud solutions.,,"Cloud Computing, Information Technology, Software",c_00001_00010,"Europe, Middle East, and Africa (EMEA)",1/1/2008,active,
tsaro,https://tsarosolutions.com/,Elevator Data & Analytics and Emergency Communication Software,https://www.linkedin.com/company/tsaro,,,,1/26/2017,active,"Anas Siddiqui, Nabeela Siddiqui"
tsenso,https://freshindex.eu/,"tsenso is an automated, cloud-based solution to track and gather information on product storage conditions from farm to fork.",https://www.linkedin.com/company/tsenso,"Agriculture, Cloud Computing, Computer Vision, Food and Beverage, Information Technology, Logistics",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",9/1/2016,active,"Christian Fleck, Christian Fleck, Matthias Brunner, Rahul Tomar"
tsf computer engineering,https://www.tsfct.de,tsf computer engineering is a manufacturer of hardware-software products.,https://www.linkedin.com/company/tsf-computertechnik-gmbh,"Consulting, Hardware, Information Technology, Security, Software",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
tshirtplus,https://tshirtplus.com.au/,Order T Shirts Printing Services now. You can design custom t shirts with our online t shirt design builder.,https://www.linkedin.com/company/tshirtplus,"E-Commerce, Fashion, Manufacturing",c_00001_00010,"Asia-Pacific (APAC), Australasia",1/1/2017,active,
tsite,https://www.tsite.co.uk,tsite provides site management software solutions for the construction sector.,https://www.linkedin.com/company/tsite,"Construction, Mobile Apps, Project Management, Software",c_00011_00050,"Europe, Middle East, and Africa (EMEA)",1/1/2000,active,
tsl,https://www.tslaccounting.co.uk/,tsl provides accounting and business consulting services.,,"Accounting, Consulting, Professional Services",,"Europe, Middle East, and Africa (EMEA)",1/1/1987,active,
tso GmbH,http://www.tso-gmbh.de/,"tso GmbH is the expert for splicing and measuring equipment, tools, and equipment for fiber optic communication networks.",https://www.linkedin.com/company/tso-gmbh/,"Network Security, Optical Communication, Telecommunications",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2000,active,
tsukuruba inc.,http://tsukuruba.com/,Tsukuruba is an online platform that offers field development services to its clients.,https://www.linkedin.com/company/tsukuruba-inc.,"Business Development, Business Information Systems, Business Intelligence",c_00251_00500,Asia-Pacific (APAC),8/1/2011,active,"Hattori Keiko, Hiroki Murakami, Masahiro Nakamura"
tsüri,https://tsri.ch,"tsüri is a news and media company in Zurich, Switzerland.",https://www.linkedin.com/company/tsri-ch,"Communities, News, Publishing",c_00011_00050,"Europe, Middle East, and Africa (EMEA)",1/1/2015,active,
tt-consulting,https://www.tt-consulting.com,tt-consulting is a marketing and consulting company.,https://www.linkedin.com/company/tt-consulting/,"Consulting, Email Marketing, Marketing, Social Media Marketing, Web Design",c_00051_00100,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2000,active,
tt:tech,https://tt-tech.no/,tt:tech is a supplier of AV equipment and services.,https://www.linkedin.com/company/tt-tech-as,"Rental, Supply Chain Management",,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/2012,active,
ttChat.io,http://ttchat.io/,WhatsApp business API Platfrom provider,https://www.linkedin.com/company/ttchat-io/,"Information Technology, Marketing",c_00001_00010,Asia-Pacific (APAC),10/16/2023,active,
ttUnited,https://www.ttunited.com/,ttUnited provides inbound and outbound call center software solutions and related customer communication services.,,"Consulting, Software, Telecommunications",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
ttamayo.com,http://ttamayo.com/,Oversaw implementation of online inbound marketing strategy.,https://www.linkedin.com/company/ttamayo.com,"Advertising, Consulting, Internet, Legal, Marketing",c_00001_00010,Latin America,2/4/1975,active,
ttb bank,http://www.ttbbank.com,ttb bank provides better financial well-being as it is the foundation for reaching one's financial freedom and life’s goals. .,https://www.linkedin.com/company/ttbbankofficial,"Health Care, Manufacturing",c_10001_max,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2/2/2021,active,"chaloem khompitoon, Prapasiri Kositthanakorn"
ttec,https://ttec.com.tr,ttec is an online store that offers electronics products.,,"Consumer Electronics, E-Commerce, Sales",,,,active,
ttec Greece,https://www.ttec.gr,ttec Greece is fully connected to the triptych quality-aesthetics- functionality in communication providing top mobile accessories.,https://www.linkedin.com/company/ttec-greece,Consumer Electronics,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
tthegap,http://www.tthegap.com/,"Advertising agency and digital marketing expert in design, usability and web and Apps developments.",https://www.linkedin.com/company/tthegap,"Advertising, Internet",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2003,active,Antonio Bernal Dionis
ttm-swiss,https://www.ttm-swiss.ch,"ttm-swiss is a company for consulting, development.",,"Consulting, Marketing, Sales",c_00001_00010,"Europe, Middle East, and Africa (EMEA)",1/1/2003,active,
ttp,https://www.ttp.de/,"ttp is a financial service firm that provides clients with business consulting, audit, tax, and legal advisory services.",https://www.linkedin.com/company/ttp-ag-steuerberatungsgesellschaft/,"Accounting, Consulting, Financial Services, Legal",c_00051_00100,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/1973,active,
ttree sarl,http://ttree.ch,"ttree sarl is a web agency specializes in web development, web design, and content management.",https://www.linkedin.com/company/ttree,"Content, Web Design, Web Development",c_00001_00010,"Europe, Middle East, and Africa (EMEA)",1/1/2011,active,
tts GmbH,http://www.tt-s.com,tts is a leading global learning provider of the Digital Adoption Platform tts performance suite.,https://www.linkedin.com/company/682004,"Automotive, Consulting, CRM, Education, Finance, Financial Services, Health Care, Information Technology, Manufacturing, Software",c_00251_00500,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/1998,active,
ttsourcing.com,https://ttsourcing.com,ttsourcing is a product sourcing company that offers products sourcing and logistic services for department stores and amazon vendores.,https://www.linkedin.com/company/ttsourcing,"Consulting, E-Commerce",c_00011_00050,,,active,
ttt246,https://www.ttt246.net,"ttt246 is a consulting firm that provides software, financial, and advocacy solutions for creative communities and entrepreneurs.",,"Advice, Financial Services, Software",,Latin America,1/1/2020,active,
tu van noi that,http://aloyeal.com/tin-tuc/tu-van-thiet-ke-noi-that-can-ho-tang-khong-gian-tien-ich-nhu-mot-can-ho-co-dien-tich-gap-doi-49.html,"Chuyen tu van thiet ke noi that can ho chung cu, nha biet lap., thi cong giam sat cong trinh.",,,,,3/17/2016,active,
tuGerente,https://tugerente.com,tuGerente is a business and financial management software that simplifies SMEs' cashflow and inventory management.,https://www.linkedin.com/company/tugerente,"Enterprise Software, FinTech, Information Technology, Internet, SaaS, Software",c_00011_00050,Latin America,2/19/2018,active,"Carlos Rodríguez, Francisco Javier Román Roig, Freddy Arredondo, Juan Miguel Román Roig, Omaira Saucedo Bendek"
tuLOPD,http://tulopd.es,tuLOPD specializes in developing LOPD management software for data protection of multiple companies in a simple and highly productive way.,https://www.linkedin.com/company/tulopd-es,"Legal, Software, Web Apps",c_00001_00010,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2012,active,
tuMédico.es,https://www.tumedico.es,tuMédico.es is a health system complementary to public health and alternative to private medical insurance.,https://www.linkedin.com/company/tumedico-es,"Health Care, Medical",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2013,active,"Alberto Amilibia, Beatriz Amilibia, Dr. Angel Amilibia"
tuQuejaSuma,https://tuquejasuma.com,Crowdsolving community for consumers,https://www.linkedin.com/company/tuquejasuma-com,"Brand Marketing, Customer Service",c_00001_00010,Latin America,5/15/2013,active,"Alejandro Koretzky, Pablo Perez De Angelis, Ricardo Narvaja, Santiago Bravo"
tuToque,https://tutoque.co/,tuToque is the Marketplace for performing arts.,https://www.linkedin.com/company/tutoque.co/,"Communities, Marketplace, Music",c_00001_00010,Latin America,8/1/2016,active,Sebastian Larranaga
tubangzhu.com,https://www.tubangzhu.com/,Tubangzhu is a platform for photo editing and online graphic design.,,"Graphic Design, Mobile Apps, Photo Editing",c_00011_00050,Asia-Pacific (APAC),1/1/2014,active,
tubics,http://www.tubics.com,tubics is a SaaS platform that supports companies to amplify their branded content on YouTube.,https://www.linkedin.com/company/tubics,"Advertising, SaaS, Software, Video, Video Editing",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2/1/2017,active,"Claudia Eder, Matthias Funk, Matthias Posch"
tucan.ai,https://www.tucan.ai/,Your tool for more productive meetings.,https://www.linkedin.com/company/tucan-ai/,"Natural Language Processing, SaaS, Software, Speech Recognition",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",6/1/2020,active,"Florian Polak, Lukas Rintelen, Michael Schramm"
tuexperto.com,https://www.tuexperto.com,tuexperto.com is an online technological newspaper for news and current affairs on technology and computing.,https://www.linkedin.com/company/grupo-tuexperto.com,"Media and Entertainment, News, Publishing",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",5/1/2006,active,
tugesto,https://tugesto.com/,"tugesto is a legal and fintech consultancy firm that specializes in SMEs, freelancers, and startups.",https://www.linkedin.com/company/tugesto/,"Consulting, FinTech",c_00051_00100,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2015,active,"Lidon Serra, Manuel Fandos"
tuin,https://mytuin.com,tuin is a real estate advisory firm that provides investment services.,https://www.linkedin.com/company/tuininversiones,"Consulting, Real Estate, Real Estate Investment",c_00051_00100,Latin America,1/1/2019,active,"Gonzalo Soteras León, Martin Juffe Duhau"
tulipshare,https://tulipshare.com,"Tulipshare is the first activist investment platform, with a focus on impactful project to make this planet better.",https://www.linkedin.com/company/tulipshare/,"Financial Services, FinTech, Impact Investing, Sustainability",c_00011_00050,"Europe, Middle East, and Africa (EMEA)",7/1/2020,active,Antoine Argouges
tunalitec,https://www.tunalitec.com,"Tunalitec provides solution for commercial, residential, marine and solar protection segment.",https://www.linkedin.com/company/tunalitec,"Commercial, Consulting, Residential, Textiles, Wholesale",c_00011_00050,Latin America,1/1/2001,active,
tuneit,https://tuneit.io/,tuneit develops mobile apps for using your smartphone as a smart key to your vehicle.,,"Automotive, Big Data, Mobile Apps",c_00011_00050,Asia-Pacific (APAC),3/26/2019,active,
tunero,https://www.tunero.de,"tunero is an online store that sells tuning parts for cars, such as sport and coilover suspensions and other suspension tuning parts.",https://www.linkedin.com/company/tunero-gmbh,"Automotive, Industrial, Retail",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2012,active,Robert Kurth
tunggaljitu,https://tunggaljitu.cc/,tunggal tunggal tunggal tunggal tunggal tunggal tunggal tunggal tunggal tunggal tunggal tunggaltunggaltunggaltunggaltunggaltunggaltunggal,,"Gaming, Video Games",c_10001_max,,2/3/1990,active,ze ze
turacoz Skill Development,https://www.turacozskilldevelopment.org/,"Turacoz Skill Development Program (TSDP)is an initiative of Turacoz Healthcare Solutions, a knowledge partner for medical evidence creation.",https://www.linkedin.com/company/turacoz-skill-development-program,"Consulting, CRM, Health Care, Information Technology",c_00011_00050,Asia-Pacific (APAC),1/1/2015,active,
turbo-nor,https://www.turbo-nor.pt,turbo-nor manufactures and installs industrial equipment.,https://www.linkedin.com/company/turbo-nor,"Construction, Industrial, Manufacturing",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/1987,active,
turbonz,https://www.turbo.co.nz/diesel-pump-injector-parts-repair/,New Zealand’s Leading Diesel Injection & Fuel Pump Specialist,,"Sales, Service Industry",c_00011_00050,"Asia-Pacific (APAC), Australasia",,active,
turingpoint,https://turingpoint.de,turingpoint GmbH is a boutique consultancy founded by security experts with a focus on cyber security.,https://www.linkedin.com/company/turning_point/,"Cloud Security, Consulting, Cyber Security, Privacy",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",6/21/2019,active,"Jan Kahmen, Till Oberbeckmann"
turisTEC,http://www.turistec.org,Technological solutions for tourism.,,Travel,c_00011_00050,Latin America,,active,
turkey teeth,https://www.sevilsmile.com/,Turkey Teeth utilizes the latest dental technology and has clinics to offer superior dental care and results.,,,,,,active,
turn IT on,https://www.turniton.co.uk/,turn IT on provides hands-on computing and training support by teachers for teachers.,https://www.linkedin.com/company/turn-it-on-,"E-Learning, EdTech, Education",c_00051_00100,"Europe, Middle East, and Africa (EMEA)",1/1/2003,active,
turnerbates Design and Architecture,https://www.turnerbates.com,"turnerbates Design and Architecture provides design, procurement, branding, and signage services for hospitality and workplace sectors.",https://www.linkedin.com/company/turnerbates-design-&-architecture/,"Brand Marketing, Digital Signage, Procurement",c_00011_00050,"Europe, Middle East, and Africa (EMEA)",1/1/2012,active,Howard Bates
turuncu teknoloji tasarım,https://www.turuncuteknoloji.com.tr/,Turuncu Teknoloji Tasarım provides technology design and information services.,https://www.linkedin.com/company/turuncu-teknoloji-tasar-m,"Analytics, Training, Web Development",c_00011_00050,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",1/1/2005,active,
tusGuarderias,http://tusguarderias.es/,tusGuarderias is an Educational Center platform.,,Education,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
tusegurocanario.com,https://www.tusegurocanario.com,tusegurocanario.com is an insurance web broker company that offers car and health insurance services.,https://www.linkedin.com/company/tusegurocanario.com,"Auto Insurance, Health Insurance, Insurance, InsurTech",c_00011_00050,Latin America,1/1/2016,active,Luis Trujillo
tushop,https://tushop.io,Tushop is a community group buying platform.,https://www.linkedin.com/company/tushoppamoja,"Communities, E-Commerce",c_00011_00050,"Europe, Middle East, and Africa (EMEA)",1/1/2021,active,Catherine Chepkemboi
tusp,https://www.tusp.co.uk,tusp offers infrastructure solutions in consulting and project delivery.,https://www.linkedin.com/company/tusp,"Advice, Management Consulting, Project Management",c_00011_00050,"Europe, Middle East, and Africa (EMEA)",1/1/2000,active,"Richard Smith, Steve Hobden"
tutinova,http://tutinova.com,"tutinova offers customized mobile applications for android and iOS, games, IoT, and software solutions.",https://www.linkedin.com/company/tutinova,"Internet of Things, Mobile Apps, Software, Video Games",c_00001_00010,Latin America,1/1/2011,active,
tutipay,https://www.tutipay.com,financial services for our unbanked communities.,https://www.linkedin.com/company/tutipay/,"Billing, Financial Services, FinTech, Information Technology, Mobile Apps, Mobile Payments, Payments, Peer to Peer, Personal Finance, Point of Sale",c_00011_00050,"Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",1/1/2021,active,"Hamdi Farah, sam مي, Yousif Mohamed"
tutonerbarato.com,https://www.tutonerbarato.com/,tutonerbarato.com is an online marketplace that offers printing consumables.,,"E-Commerce, Marketplace, Printing, Retail",c_00001_00010,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2004,active,
tutor2u,https://www.tutor2u.net,UK-based educational publishing and training company serving over 25 million user sessions each year.,https://www.linkedin.com/company/tutor2u,Education,c_00011_00050,"Europe, Middle East, and Africa (EMEA)",6/1/2002,active,"Geoff Riley, Jim Riley"
tutoria,https://tutoria.com/,We are an e-Learning Portal for Matric & Inter Students across Pakistan.,https://www.linkedin.com/company/tutoria-official/about/,Education,c_00051_00100,"Asia-Pacific (APAC), Middle East and North Africa (MENA)",10/1/2021,active,
tutoria GmbH,http://www.tutoria.de,tutoria is a web-based platform that offers individual tutoring services for students.,http://uk.linkedin.com/company/tutoria-gmbh,"E-Learning, Education, Tutoring",c_00051_00100,"European Union (EU), Europe, Middle East, and Africa (EMEA)",7/1/2007,active,Matthias Ick
tutorialsgenie,http://www.tutorialsgenie.com/,"Find out programming and scripting language tutorials for web, mobile and desktop application development.",,Education,,,6/1/2016,active,
tutornik,http://tutornik.com,Assignment Homework Help,,Education,c_00001_00010,Asia-Pacific (APAC),7/4/2012,active,
tutti.lat,https://tutti.lat/,"tutti.lat is a private bidding platform that connect organizations with people to satisfy a need, weaving ties around the world.",https://www.linkedin.com/in/tutti-lat-competimos-por-ti-1b7a88121/,"Information Technology, Marketplace, Software",,Latin America,,active,
tuttogrande moda,https://www.tuttogrande.ch/,tuttogrande moda is a clothing services.,,"Customer Service, E-Commerce, Fashion, Sales",c_00001_00010,"Europe, Middle East, and Africa (EMEA)",1/1/2009,active,
tuukul,http://www.tuukul.ch/de/home,Tuukul is an information technology company that specializes in software engineering and software migration.,https://www.linkedin.com/company/tuukul-ag/about/,"3D Printing, 3D Technology, Augmented Reality, CMS, Developer Tools, Information Technology, Photo Editing, SEO, Software Engineering, Web Design",c_00011_00050,"Europe, Middle East, and Africa (EMEA)",1/1/2014,active,Martin Baumgartner
tuurlijk,https://tuurlijk.net,tuurlijk is providing content writing and communication consultancy services.,https://www.linkedin.com/company/tuurlijk/,"Consulting, Content Creators, Marketing",c_00001_00010,"European Union (EU), Europe, Middle East, and Africa (EMEA)",8/6/2018,active,
tuuth,http://www.tuuth.com,tuuth is a developer of a cloud-based dental clinic management software application.,http://www.linkedin.com/company/tuuth,"Dental, SaaS, Software",c_00001_00010,"Europe, Middle East, and Africa (EMEA)",2/1/2013,active,"Albert Zaragoza, Alex Callejon, Carlos Martinez Xoubanova, Jose Tizon"
tuvestido,https://www.tuvestido.es,tuvestido is an online and offline party clothing store.,,"Apparel, E-Commerce, Retail",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
tuwalux,http://www.tuwalux.ch,Tuwalux is an energy efficient solution in the field of lightning and control technology.,,"Lighting, Outdoors, Solar, Theatre",c_00001_00010,"Europe, Middle East, and Africa (EMEA)",,active,
tv100,https://www.tv100.com,"tv100 is a news channel offering updates on politics, economy, sports, and entertainment, with live HD streaming.",https://www.linkedin.com/company/tv100/,"Broadcasting, News, TV",c_00101_00250,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",1/1/2019,active,
tv24,http://www.tv24.se,tv24 is service provider which engaged in broadcasting service and television shows.,,"Broadcasting, Film, Internet, Social Media, Sports, TV",c_00001_00010,"European Union (EU), Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",1/1/2009,active,"Fredrik Hellström, Tomas Mazowski"
tv2u International,http://www.tv2u.com/,"tv2u offers its users with internet video solutions, personalized advertising, analytics, and content management services.",https://www.linkedin.com/company/tv2u-worldwide,Content Delivery Network,c_00011_00050,"Asia-Pacific (APAC), Australasia",1/1/2011,active,
tvOnenews.com,https://www.tvonenews.com/,"tvOnenews.com is a news portal that broadcasts news, talk shows, lifestyle, business economics, sports, and religion programs.",https://www.linkedin.com/company/pt-lativi-mediakarya-tvone-/,"Broadcasting, News, Social News",c_01001_05000,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2/14/2008,active,
tvbeat,http://tvbeat.com,Enables TV media owners to accelerate their advertising towards an Audience First Market Place,http://www.linkedin.com/company/tvbeat,"Advertising Platforms, Information Services, SaaS",c_00051_00100,"Europe, Middle East, and Africa (EMEA)",2/1/2013,active,"Alen Karahasanovic, Bostjan Dragar, Robert Farazin, Tomaz Miholic"
tve (Television for the Environment),http://tve.org,tve (Television for the Environment) works with filmmakers and partners worldwide to make and distribute films that put the environment.,,,,,,active,
tvision,https://tvision.de,tvision is a TV production company that specializes in web content creation for broadcasting and film production.,https://www.linkedin.com/company/tvision-gmbh,"Broadcasting, Content Creators, Film Production, TV Production",c_00011_00050,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1/1/2002,active,
tvlet,http://www.tvlet.co.kr,Tvlet is a smart device solution provider.,,"Consumer Electronics, Mobile Devices",,Asia-Pacific (APAC),2/5/2016,active,
tvm log,https://www.tvmlog.com.br,"TVM Log specializes in road transportation of import and export cargoes, focusing on foreign trade.",https://www.linkedin.com/company/tvm-log,"Freight Service, Logistics, Transportation",c_00011_00050,Latin America,1/1/2020,active,
tvshoppee,http://www.tvshoppee.com,TV SHOPPEE Company Is amongst the larges,,E-Commerce,c_00011_00050,Asia-Pacific (APAC),,active,
tw tagungswirtschaft,https://www.tw-media.com,"tw tagungswirtschaft is a trade magazine for meetings, conferences, congresses, and events.",https://www.linkedin.com/company/tagungswirtschaft,"Events, Meeting Software, News, Video Conferencing",c_00001_00010,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,active,
tw2 web,https://www.topwebsiteworld.com/,digital marketing agency,https://www.linkedin.com/company/tw2-web/,Advertising,c_00001_00010,Asia-Pacific (APAC),10/19/2020,active,mr mr
twRty Software Services,https://twrty.org,We offer inventive IT solutions to bring your concepts to life in the digital world.,https://www.linkedin.com/company/twrty,"Blockchain, E-Commerce, Health Care, Information Technology, Mobile Apps, Software, Web Design, Web Development",c_00051_00100,Asia-Pacific (APAC),5/1/2024,active,
